Date,No of Persons,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER
1,282,28.2,6.9,7.05,3.7,15.10714286,8.8,14.1,6.5,20.14285714,6.9,36.25714286,3.9,8.057142857,0,25.17857143,12.6,30.21428571,8.2,49.35,13.1,221.5714286,12.4,2.014285714,1.2,40.28571429,6.4,906.4285714,22.8,6.042857143,3.1,40.28571429,15.4,49.35,10.7,1007.142857,15,221.5714286,15.2,10.07142857,3.1,2.517857143,1
2,258,25.8,4,6.45,2.6,13.82142857,2.3,12.9,2.8,18.42857143,3.4,33.17142857,2.4,7.371428571,0,23.03571429,8.5,27.64285714,4,45.15,8.8,202.7142857,5.4,1.842857143,0.2,36.85714286,3.2,829.2857143,11.1,5.528571429,1.7,36.85714286,2.4,45.15,6.7,921.4285714,7.5,202.7142857,10.5,9.214285714,2.3,2.303571429,0.8
3,299,29.9,7.2,7.475,4.1,16.01785714,5.9,14.95,7.2,21.35714286,5.6,38.44285714,3.7,8.542857143,0,26.69642857,12.5,32.03571429,6.5,52.325,11.9,234.9285714,11.1,2.135714286,0.7,42.71428571,5.5,961.0714286,18.5,6.407142857,3.8,42.71428571,16.2,52.325,14,1067.857143,14.5,234.9285714,13.5,10.67857143,5.9,2.669642857,1
4,302,30.2,8.4,7.55,4.9,16.17857143,8.5,15.1,9.9,21.57142857,5.8,38.82857143,3.3,8.628571429,0,26.96428571,11.1,32.35714286,7.8,52.85,10.6,237.2857143,12.8,2.157142857,0.7,43.14285714,7.8,970.7142857,22,6.471428571,3.6,43.14285714,18.5,52.85,14.4,1078.571429,19.8,237.2857143,14.6,10.78571429,3.2,2.696428571,1
5,293,29.3,7.5,7.325,4.6,15.69642857,4.2,14.65,8.3,20.92857143,6.1,37.67142857,3.4,8.371428571,0,26.16071429,14.4,31.39285714,8,51.275,13.6,230.2142857,12.3,2.092857143,1.1,41.85714286,6.3,941.7857143,17,6.278571429,3.6,41.85714286,14.2,51.275,9.9,1046.428571,15.3,230.2142857,14.6,10.46428571,3.8,2.616071429,1
6,266,26.6,4.6,6.65,1.8,14.25,3.3,13.3,1.4,19,2.3,34.2,1.9,7.6,0,23.75,6.5,28.5,2.8,46.55,3.2,209,6.8,1.9,0.2,38,2.8,855,14.9,5.7,2.3,38,4.5,46.55,7.6,950,8.8,209,6.6,9.5,2.7,2.375,0.4
7,296,29.6,6,7.4,4.1,15.85714286,5.9,14.8,8.6,21.14285714,9.9,38.05714286,3.2,8.457142857,0,26.42857143,12.1,31.71428571,6,51.8,9.6,232.5714286,13.5,2.114285714,0.6,42.28571429,5,951.4285714,18.9,6.342857143,3.7,42.28571429,10,51.8,12.5,1057.142857,14.4,232.5714286,14.6,10.57142857,5,2.642857143,1
1,292,29.2,8.5,7.3,4,15.64285714,8.1,14.6,9.2,20.85714286,9.5,37.54285714,3.9,8.342857143,0,26.07142857,11.8,31.28571429,8,51.1,13.7,229.4285714,12.8,2.085714286,0.6,41.71428571,6,938.5714286,20.8,6.257142857,3.6,41.71428571,16.5,51.1,8.8,1042.857143,16.8,229.4285714,15.5,10.42857143,3.5,2.607142857,1
2,279,27.9,6.4,6.975,4.2,14.94642857,7.2,13.95,6.8,19.92857143,7.2,35.87142857,3.9,7.971428571,0,24.91071429,15.6,29.89285714,6.7,48.825,9.1,219.2142857,13.2,1.992857143,0.5,39.85714286,7.6,896.7857143,23.3,5.978571429,3,39.85714286,8.6,48.825,12.9,996.4285714,15.5,219.2142857,15.3,9.964285714,5.2,2.491071429,1
3,264,26.4,2,6.6,2.4,14.14285714,1.9,13.2,4.9,18.85714286,2.6,33.94285714,2.5,7.542857143,0,23.57142857,9,28.28571429,2.2,46.2,2.6,207.4285714,8.2,1.885714286,0.3,37.71428571,3.4,848.5714286,14.9,5.657142857,2.2,37.71428571,7.5,46.2,4,942.8571429,13.8,207.4285714,7.5,9.428571429,1,2.357142857,0.1
4,304,30.4,5.5,7.6,4.6,16.28571429,6.7,15.2,9.1,21.71428571,9.2,39.08571429,3.6,8.685714286,0,27.14285714,12.3,32.57142857,6.1,53.2,14.4,238.8571429,12.8,2.171428571,0.9,43.42857143,4.4,977.1428571,25.4,6.514285714,3.8,43.42857143,19.4,53.2,11.6,1085.714286,14.8,238.8571429,14.2,10.85714286,3,2.714285714,1
5,257,25.7,4.5,6.425,1.8,13.76785714,1,12.85,1.6,18.35714286,1.4,33.04285714,1.7,7.342857143,0,22.94642857,6.8,27.53571429,3.7,44.975,5.2,201.9285714,9.7,1.835714286,0.2,36.71428571,2.7,826.0714286,14.4,5.507142857,2.3,36.71428571,7,44.975,7.7,917.8571429,10.9,201.9285714,7.4,9.178571429,2.5,2.294642857,0.9
6,286,28.6,7.1,7.15,3.2,15.32142857,6.3,14.3,9.5,20.42857143,8.6,36.77142857,3,8.171428571,0,25.53571429,14.1,30.64285714,7.9,50.05,11.9,224.7142857,12.3,2.042857143,1,40.85714286,7.3,919.2857143,19.9,6.128571429,3.7,40.85714286,12.8,50.05,10.4,1021.428571,16.3,224.7142857,13.3,10.21428571,3.6,2.553571429,1
7,272,27.2,6.4,6.8,3.6,14.57142857,5.1,13.6,5,19.42857143,8,34.97142857,3.1,7.771428571,0,24.28571429,12.1,29.14285714,8.1,47.6,13.6,213.7142857,13.7,1.942857143,1,38.85714286,7.1,874.2857143,20.9,5.828571429,3.9,38.85714286,20.1,47.6,9.3,971.4285714,18.4,213.7142857,13.4,9.714285714,3.1,2.428571429,1
1,261,26.1,4.4,6.525,1.8,13.98214286,2.7,13.05,3.3,18.64285714,4.7,33.55714286,1.3,7.457142857,0,23.30357143,6,27.96428571,5.6,45.675,4.6,205.0714286,6.6,1.864285714,0.2,37.28571429,1.8,838.9285714,16.5,5.592857143,1.4,37.28571429,3,45.675,4.7,932.1428571,11.9,205.0714286,9.4,9.321428571,1,2.330357143,0.1
2,305,30.5,7.9,7.625,4,16.33928571,8.1,15.25,9,21.78571429,9.3,39.21428571,3.2,8.714285714,0,27.23214286,11.5,32.67857143,8.5,53.375,14.5,239.6428571,11,2.178571429,0.7,43.57142857,7.6,980.3571429,26.5,6.535714286,3.2,43.57142857,8.4,53.375,8.1,1089.285714,19.4,239.6428571,12.9,10.89285714,3.3,2.723214286,1
3,260,26,1.1,6.5,1.9,13.92857143,2.6,13,2.3,18.57142857,3.9,33.42857143,1.5,7.428571429,0,23.21428571,4.7,27.85714286,3.3,45.5,3.8,204.2857143,6.8,1.857142857,0.3,37.14285714,2.4,835.7142857,13.2,5.571428571,1.7,37.14285714,7.4,45.5,4.2,928.5714286,7.9,204.2857143,9.5,9.285714286,2,2.321428571,0.7
4,278,27.8,7.4,6.95,4.8,14.89285714,8.6,13.9,7.6,19.85714286,7.7,35.74285714,3.2,7.942857143,0,24.82142857,12,29.78571429,8,48.65,12.8,218.4285714,11.7,1.985714286,0.6,39.71428571,4.7,893.5714286,25.8,5.957142857,3.7,39.71428571,12,48.65,9.9,992.8571429,14.5,218.4285714,15.8,9.928571429,5.1,2.482142857,1
5,306,30.6,6,7.65,4,16.39285714,6.1,15.3,7.4,21.85714286,9,39.34285714,3.5,8.742857143,0,27.32142857,14.9,32.78571429,6.3,53.55,11.7,240.4285714,11.4,2.185714286,1.1,43.71428571,5.1,983.5714286,24.5,6.557142857,3.2,43.71428571,15.6,53.55,10.2,1092.857143,14.8,240.4285714,11.5,10.92857143,3.1,2.732142857,1
6,302,30.2,8.9,7.55,4.9,16.17857143,8.8,15.1,9,21.57142857,8.2,38.82857143,3.6,8.628571429,0,26.96428571,13,32.35714286,8.9,52.85,14.2,237.2857143,11.6,2.157142857,0.7,43.14285714,4.2,970.7142857,25.3,6.471428571,3.4,43.14285714,8.2,52.85,8.6,1078.571429,19.6,237.2857143,13.9,10.78571429,4.7,2.696428571,1
7,266,26.6,4.5,6.65,2.6,14.25,3.6,13.3,1,19,3.1,34.2,2.2,7.6,0,23.75,5.5,28.5,5.6,46.55,3.8,209,8.9,1.9,0.1,38,1.7,855,12.3,5.7,2,38,4.8,46.55,2.3,950,7.7,209,9.1,9.5,1.9,2.375,0.4
1,283,28.3,7.2,7.075,4.5,15.16071429,7.7,14.15,8.2,20.21428571,8.4,36.38571429,3.9,8.085714286,0,25.26785714,12.2,30.32142857,8.9,49.525,10,222.3571429,11.2,2.021428571,1.1,40.42857143,4.4,909.6428571,17.6,6.064285714,3.4,40.42857143,11.2,49.525,11.4,1010.714286,18.4,222.3571429,15.8,10.10714286,5.1,2.526785714,1
2,299,29.9,7,7.475,4.6,16.01785714,7,14.95,7.7,21.35714286,8.3,38.44285714,3.3,8.542857143,0,26.69642857,11,32.03571429,7.9,52.325,11.5,234.9285714,12.6,2.135714286,1.1,42.71428571,7.6,961.0714286,22.4,6.407142857,3.1,42.71428571,8.8,52.325,8.1,1067.857143,16.2,234.9285714,15,10.67857143,4.4,2.669642857,1
3,295,29.5,6.6,7.375,4.1,15.80357143,6.2,14.75,7.8,21.07142857,5.9,37.92857143,3.4,8.428571429,0,26.33928571,12.8,31.60714286,6.1,51.625,10.3,231.7857143,12.5,2.107142857,0.5,42.14285714,6.9,948.2142857,23.4,6.321428571,3.4,42.14285714,19.7,51.625,8.7,1053.571429,16.2,231.7857143,11.6,10.53571429,5.2,2.633928571,1
4,266,26.6,3,6.65,2,14.25,3.9,13.3,2,19,4.9,34.2,1.5,7.6,0,23.75,8.3,28.5,5.6,46.55,2.4,209,8.6,1.9,0.4,38,2.3,855,9.1,5.7,2.8,38,2.1,46.55,2.7,950,8.4,209,8.7,9.5,2.8,2.375,0.3
5,264,26.4,3.9,6.6,2.9,14.14285714,2,13.2,2.9,18.85714286,4.3,33.94285714,2,7.542857143,0,23.57142857,4.1,28.28571429,5.3,46.2,8.2,207.4285714,7.3,1.885714286,0.4,37.71428571,1.4,848.5714286,13.4,5.657142857,2.1,37.71428571,7.7,46.2,2.2,942.8571429,9.3,207.4285714,7.3,9.428571429,1.3,2.357142857,0.3
6,251,25.1,4,6.275,2.9,13.44642857,1.4,12.55,1.5,17.92857143,3.5,32.27142857,1.9,7.171428571,0,22.41071429,8.6,26.89285714,2,43.925,2,197.2142857,4.9,1.792857143,0.3,35.85714286,1.3,806.7857143,11.8,5.378571429,2,35.85714286,2.4,43.925,1.7,896.4285714,11.6,197.2142857,8.9,8.964285714,2.1,2.241071429,0.1
7,282,28.2,8.2,7.05,4,15.10714286,5.9,14.1,9.6,20.14285714,8.8,36.25714286,3.8,8.057142857,0,25.17857143,14.2,30.21428571,7.8,49.35,15.6,221.5714286,13.7,2.014285714,0.9,40.28571429,5.5,906.4285714,24.2,6.042857143,3.3,40.28571429,14.3,49.35,11.1,1007.142857,15.7,221.5714286,15.8,10.07142857,5.8,2.517857143,1
1,266,26.6,2.8,6.65,2.1,14.25,2.7,13.3,2.9,19,1.5,34.2,1.9,7.6,0,23.75,5.9,28.5,2,46.55,6.7,209,7.6,1.9,0.2,38,1.4,855,9,5.7,2.7,38,3.9,46.55,4.7,950,9.1,209,6.8,9.5,1.4,2.375,0.3
2,258,25.8,1.5,6.45,2.1,13.82142857,3.6,12.9,1.7,18.42857143,2.7,33.17142857,1.8,7.371428571,0,23.03571429,10.2,27.64285714,2.7,45.15,3.4,202.7142857,4,1.842857143,0.3,36.85714286,1.3,829.2857143,15.1,5.528571429,1.1,36.85714286,7.2,45.15,1.6,921.4285714,7.4,202.7142857,8.4,9.214285714,2.1,2.303571429,0
3,250,25,1.2,6.25,2.8,13.39285714,2.1,12.5,2.7,17.85714286,2.3,32.14285714,2.2,7.142857143,0,22.32142857,8.9,26.78571429,3,43.75,8.1,196.4285714,6.1,1.785714286,0.1,35.71428571,2.5,803.5714286,9.7,5.357142857,2.3,35.71428571,6.8,43.75,1.3,892.8571429,10.1,196.4285714,10,8.928571429,2.5,2.232142857,0.5
4,280,28,8.3,7,4.1,15,6.6,14,6.5,20,7.8,36,3,8,0,25,13.6,30,6.6,49,14.3,220,11,2,0.7,40,4,900,17.2,6,3.9,40,8.3,49,10.8,1000,16.6,220,14,10,4.5,2.5,1
5,267,26.7,3.3,6.675,1.7,14.30357143,2.7,13.35,1.7,19.07142857,3.5,34.32857143,2.2,7.628571429,0,23.83928571,10.9,28.60714286,5.5,46.725,3.1,209.7857143,10.2,1.907142857,0.3,38.14285714,2.1,858.2142857,15.7,5.721428571,1.3,38.14285714,5.8,46.725,3.9,953.5714286,7.8,209.7857143,6.8,9.535714286,2.4,2.383928571,0.5
6,289,28.9,6.5,7.225,4,15.48214286,7.9,14.45,6.8,20.64285714,6.8,37.15714286,3.9,8.257142857,0,25.80357143,15.2,30.96428571,6.9,50.575,14.5,227.0714286,13.8,2.064285714,0.8,41.28571429,4.8,928.9285714,22.6,6.192857143,3.5,41.28571429,11.4,50.575,10.4,1032.142857,21.8,227.0714286,15.1,10.32142857,4.8,2.580357143,1
7,281,28.1,7.8,7.025,3.5,15.05357143,7,14.05,6.7,20.07142857,8.8,36.12857143,3.4,8.028571429,0,25.08928571,12.2,30.10714286,7.4,49.175,9.5,220.7857143,11.3,2.007142857,1,40.14285714,5.2,903.2142857,20,6.021428571,3.6,40.14285714,19.3,49.175,10.8,1003.571429,18.1,220.7857143,14,10.03571429,3.8,2.508928571,1
1,258,25.8,4,6.45,1.9,13.82142857,1,12.9,2.3,18.42857143,4.3,33.17142857,2,7.371428571,0,23.03571429,7.7,27.64285714,3.8,45.15,2.4,202.7142857,8.9,1.842857143,0.3,36.85714286,3,829.2857143,12.2,5.528571429,1.1,36.85714286,7.8,45.15,2.4,921.4285714,12.9,202.7142857,6.2,9.214285714,2.6,2.303571429,0
2,288,28.8,5.8,7.2,3.5,15.42857143,6.8,14.4,6,20.57142857,5.6,37.02857143,3.1,8.228571429,0,25.71428571,13.9,30.85714286,7.4,50.4,12.6,226.2857143,13,2.057142857,1.1,41.14285714,4.8,925.7142857,26.6,6.171428571,3.1,41.14285714,19.1,50.4,10,1028.571429,17.8,226.2857143,13,10.28571429,4.4,2.571428571,1
3,297,29.7,8.4,7.425,4.7,15.91071429,6.5,14.85,7.1,21.21428571,8.4,38.18571429,3.2,8.485714286,0,26.51785714,12.8,31.82142857,6,51.975,10,233.3571429,12.3,2.121428571,0.7,42.42857143,5.1,954.6428571,19.1,6.364285714,3.3,42.42857143,15.2,51.975,10.6,1060.714286,15.4,233.3571429,15.1,10.60714286,3.5,2.651785714,1
4,268,26.8,1.9,6.7,1.9,14.35714286,2.5,13.4,1.9,19.14285714,3.7,34.45714286,1.1,7.657142857,0,23.92857143,6.8,28.71428571,3.6,46.9,6.9,210.5714286,7,1.914285714,0.1,38.28571429,1.6,861.4285714,12,5.742857143,1.9,38.28571429,2,46.9,6.7,957.1428571,7.4,210.5714286,7,9.571428571,2.2,2.392857143,0
5,276,27.6,6.8,6.9,3.6,14.78571429,5.2,13.8,5,19.71428571,9.8,35.48571429,3.6,7.885714286,0,24.64285714,14.8,29.57142857,6.9,48.3,14,216.8571429,11.4,1.971428571,0.7,39.42857143,6.6,887.1428571,23.2,5.914285714,3,39.42857143,12.5,48.3,11.7,985.7142857,16.9,216.8571429,12.2,9.857142857,3.9,2.464285714,1
6,250,25,2.9,6.25,1.7,13.39285714,1.7,12.5,2.9,17.85714286,2.1,32.14285714,1.9,7.142857143,0,22.32142857,7.3,26.78571429,5.4,43.75,8.3,196.4285714,7.2,1.785714286,0.1,35.71428571,2.7,803.5714286,11.9,5.357142857,2.1,35.71428571,6,43.75,2.2,892.8571429,9.9,196.4285714,6.2,8.928571429,2.2,2.232142857,0.3
7,273,27.3,6.7,6.825,3.9,14.625,8.8,13.65,9.8,19.5,5.8,35.1,3.6,7.8,0,24.375,15.7,29.25,7.9,47.775,10.9,214.5,12,1.95,0.8,39,6.5,877.5,19.6,5.85,3.9,39,15.1,47.775,14.3,975,20.4,214.5,14.5,9.75,5.7,2.4375,1
1,286,28.6,6.7,7.15,4.8,15.32142857,8.7,14.3,7,20.42857143,7.9,36.77142857,3.9,8.171428571,0,25.53571429,15.3,30.64285714,6.4,50.05,9.4,224.7142857,13.4,2.042857143,1.2,40.85714286,6.3,919.2857143,23.5,6.128571429,3.1,40.85714286,8.7,50.05,13.7,1021.428571,17.2,224.7142857,12.9,10.21428571,4.8,2.553571429,1
2,260,26,2,6.5,2.8,13.92857143,2.9,13,2.5,18.57142857,2.9,33.42857143,2.9,7.428571429,0,23.21428571,9.1,27.85714286,4.9,45.5,4.9,204.2857143,8.9,1.857142857,0.4,37.14285714,2.9,835.7142857,10.5,5.571428571,1.8,37.14285714,4,45.5,7.2,928.5714286,10.4,204.2857143,10.5,9.285714286,1.3,2.321428571,0.9
3,286,28.6,8.8,7.15,4.7,15.32142857,6,14.3,7.4,20.42857143,6,36.77142857,3.6,8.171428571,0,25.53571429,14.9,30.64285714,8.9,50.05,10.6,224.7142857,13.9,2.042857143,1.1,40.85714286,7.6,919.2857143,17,6.128571429,3.7,40.85714286,14,50.05,9.6,1021.428571,18.4,224.7142857,15,10.21428571,5.7,2.553571429,1
4,298,29.8,5.6,7.45,4.7,15.96428571,4.9,14.9,6.4,21.28571429,5,38.31428571,3.7,8.514285714,0,26.60714286,14.5,31.92857143,6.9,52.15,14.2,234.1428571,12.3,2.128571429,1,42.57142857,4.2,957.8571429,27.3,6.385714286,3.8,42.57142857,17,52.15,14.7,1064.285714,16.5,234.1428571,12.9,10.64285714,5.2,2.660714286,1
5,294,29.4,7,7.35,3.6,15.75,5.1,14.7,7.7,21,6.2,37.8,3.4,8.4,0,26.25,12.5,31.5,8.7,51.45,12.5,231,13.2,2.1,0.5,42,4.1,945,19.2,6.3,3.9,42,15.2,51.45,11.6,1050,14.8,231,15.9,10.5,3.2,2.625,1
6,277,27.7,6.4,6.925,4.6,14.83928571,8.5,13.85,5.2,19.78571429,7.4,35.61428571,3.4,7.914285714,0,24.73214286,14.2,29.67857143,8.7,48.475,10.3,217.6428571,12.2,1.978571429,1.2,39.57142857,4.8,890.3571429,21.4,5.935714286,3.9,39.57142857,10.5,48.475,8.4,989.2857143,14,217.6428571,14.8,9.892857143,4.6,2.473214286,1
7,264,26.4,1.2,6.6,2.9,14.14285714,2.8,13.2,4,18.85714286,2.4,33.94285714,1.6,7.542857143,0,23.57142857,7.1,28.28571429,2.2,46.2,7.6,207.4285714,8,1.885714286,0.3,37.71428571,1.9,848.5714286,14.7,5.657142857,2.5,37.71428571,6.5,46.2,2.4,942.8571429,11.8,207.4285714,6.2,9.428571429,1.6,2.357142857,0.2
1,260,26,1.7,6.5,2.7,13.92857143,2.8,13,4.8,18.57142857,2.7,33.42857143,1.8,7.428571429,0,23.21428571,8.1,27.85714286,2.1,45.5,5.4,204.2857143,10.6,1.857142857,0.4,37.14285714,1.8,835.7142857,11.4,5.571428571,1.2,37.14285714,4.1,45.5,4.2,928.5714286,9.4,204.2857143,9.3,9.285714286,2.6,2.321428571,0.3
2,300,30,5.7,7.5,3.7,16.07142857,7.4,15,8,21.42857143,7.7,38.57142857,3.2,8.571428571,0,26.78571429,11.1,32.14285714,8,52.5,12.5,235.7142857,12.6,2.142857143,1,42.85714286,7.2,964.2857143,17.7,6.428571429,3.4,42.85714286,8.5,52.5,13.7,1071.428571,15.7,235.7142857,12.4,10.71428571,3.6,2.678571429,1
3,286,28.6,5.9,7.15,4.8,15.32142857,4.6,14.3,6,20.42857143,6.2,36.77142857,3,8.171428571,0,25.53571429,13.4,30.64285714,6.9,50.05,12.1,224.7142857,13.6,2.042857143,0.8,40.85714286,6,919.2857143,17.7,6.128571429,3.3,40.85714286,11.7,50.05,10.3,1021.428571,18.2,224.7142857,11.1,10.21428571,3.2,2.553571429,1
4,304,30.4,8.1,7.6,3.2,16.28571429,4.1,15.2,9.9,21.71428571,7.7,39.08571429,3.3,8.685714286,0,27.14285714,14.1,32.57142857,6.7,53.2,14.4,238.8571429,11.4,2.171428571,0.9,43.42857143,6.5,977.1428571,25.1,6.514285714,3.5,43.42857143,17.3,53.2,13.1,1085.714286,20.1,238.8571429,12.1,10.85714286,4.8,2.714285714,1
5,305,30.5,5.6,7.625,4.6,16.33928571,5.4,15.25,6.8,21.78571429,8.7,39.21428571,3.1,8.714285714,0,27.23214286,13.2,32.67857143,8,53.375,12,239.6428571,13.3,2.178571429,1.1,43.57142857,6.6,980.3571429,17.2,6.535714286,3.9,43.57142857,20.6,53.375,13,1089.285714,19.5,239.6428571,14.5,10.89285714,5.3,2.723214286,1
6,252,25.2,3.2,6.3,2,13.5,3,12.6,4.9,18,2,32.4,1.6,7.2,0,22.5,10.7,27,2.3,44.1,2.7,198,5.6,1.8,0.4,36,3.7,810,11,5.4,1,36,2,44.1,2.8,900,13.9,198,8.8,9,2,2.25,0.9
7,295,29.5,8.7,7.375,3,15.80357143,4.1,14.75,6.4,21.07142857,8.9,37.92857143,3.5,8.428571429,0,26.33928571,14.9,31.60714286,6.1,51.625,14.7,231.7857143,12.3,2.107142857,1.1,42.14285714,7.5,948.2142857,24.9,6.321428571,3.5,42.14285714,11.7,51.625,13.9,1053.571429,15.1,231.7857143,11.6,10.53571429,3.2,2.633928571,1
1,258,25.8,3.9,6.45,1.6,13.82142857,1.7,12.9,2.1,18.42857143,4.7,33.17142857,2,7.371428571,0,23.03571429,4,27.64285714,2.5,45.15,8.8,202.7142857,7.1,1.842857143,0.3,36.85714286,1.5,829.2857143,9.3,5.528571429,1.5,36.85714286,3.6,45.15,2.3,921.4285714,11,202.7142857,7.2,9.214285714,1,2.303571429,0.5
2,253,25.3,2.9,6.325,2.9,13.55357143,3.4,12.65,3.8,18.07142857,4.7,32.52857143,1.4,7.228571429,0,22.58928571,10.6,27.10714286,4.5,44.275,1.1,198.7857143,9.5,1.807142857,0.3,36.14285714,2.6,813.2142857,12.3,5.421428571,2.9,36.14285714,2.6,44.275,7.8,903.5714286,11.9,198.7857143,6.1,9.035714286,2.2,2.258928571,0.1
3,252,25.2,4.3,6.3,1.7,13.5,2.3,12.6,4.8,18,4.9,32.4,2.3,7.2,0,22.5,6.2,27,5.5,44.1,8.6,198,7.4,1.8,0.3,36,3.1,810,11.4,5.4,1.1,36,2,44.1,0.3,900,11.5,198,9.8,9,2.1,2.25,0.4
4,287,28.7,7.7,7.175,4.6,15.375,5.5,14.35,9,20.5,8.5,36.9,3.6,8.2,0,25.625,12.8,30.75,6.7,50.225,12.7,225.5,13.6,2.05,0.5,41,7.1,922.5,25.5,6.15,3.1,41,15.1,50.225,8.8,1025,19,225.5,11.9,10.25,5.9,2.5625,1
5,293,29.3,7.9,7.325,3,15.69642857,8.2,14.65,7.9,20.92857143,5.9,37.67142857,3.2,8.371428571,0,26.16071429,15.4,31.39285714,7.6,51.275,14.2,230.2142857,13.7,2.092857143,0.8,41.85714286,5.3,941.7857143,25.5,6.278571429,3.4,41.85714286,17.5,51.275,10.3,1046.428571,21.1,230.2142857,14.7,10.46428571,5.8,2.616071429,1
6,263,26.3,3.5,6.575,1.3,14.08928571,2.3,13.15,1.3,18.78571429,3.4,33.81428571,2.8,7.514285714,0,23.48214286,5.9,28.17857143,2.8,46.025,7.3,206.6428571,6.7,1.878571429,0.4,37.57142857,2,845.3571429,9.3,5.635714286,2.4,37.57142857,7.5,46.025,7.3,939.2857143,8.5,206.6428571,6.8,9.392857143,1.2,2.348214286,0.4
7,299,29.9,6,7.475,4.4,16.01785714,4.7,14.95,6.5,21.35714286,8.3,38.44285714,3,8.542857143,0,26.69642857,11.5,32.03571429,6.8,52.325,14.8,234.9285714,12.4,2.135714286,1.2,42.71428571,5.8,961.0714286,26.3,6.407142857,3.2,42.71428571,9.5,52.325,14,1067.857143,17.3,234.9285714,13.3,10.67857143,5.2,2.669642857,1
1,271,27.1,6.1,6.775,3.1,14.51785714,4.8,13.55,5.4,19.35714286,7.5,34.84285714,3.1,7.742857143,0,24.19642857,15.4,29.03571429,8.7,47.425,10.3,212.9285714,12.1,1.935714286,0.7,38.71428571,5.8,871.0714286,23.1,5.807142857,3.2,38.71428571,16,47.425,9.2,967.8571429,20.6,212.9285714,12.9,9.678571429,3.9,2.419642857,1
2,260,26,2.2,6.5,1.4,13.92857143,2.3,13,3.6,18.57142857,4.9,33.42857143,1,7.428571429,0,23.21428571,10.7,27.85714286,5,45.5,3,204.2857143,5.1,1.857142857,0.3,37.14285714,2.1,835.7142857,11.1,5.571428571,1.7,37.14285714,4.5,45.5,4.3,928.5714286,11.8,204.2857143,9.6,9.285714286,1.2,2.321428571,0.4
3,263,26.3,3.2,6.575,1.7,14.08928571,3.8,13.15,4,18.78571429,3.4,33.81428571,1.9,7.514285714,0,23.48214286,6.8,28.17857143,2.4,46.025,1.4,206.6428571,10,1.878571429,0.1,37.57142857,2.9,845.3571429,14.4,5.635714286,2.2,37.57142857,4.7,46.025,5.1,939.2857143,9.5,206.6428571,10.7,9.392857143,1.6,2.348214286,0.9
4,262,26.2,3.1,6.55,1.8,14.03571429,3.2,13.1,2.8,18.71428571,2.7,33.68571429,1.6,7.485714286,0,23.39285714,8.1,28.07142857,3.2,45.85,1.6,205.8571429,5.2,1.871428571,0.3,37.42857143,2.3,842.1428571,9.1,5.614285714,1,37.42857143,7,45.85,1,935.7142857,6.7,205.8571429,7.1,9.357142857,2.9,2.339285714,0.8
5,271,27.1,7.5,6.775,4.4,14.51785714,5,13.55,5.1,19.35714286,9.2,34.84285714,3.1,7.742857143,0,24.19642857,14.7,29.03571429,7.4,47.425,14.3,212.9285714,11.3,1.935714286,0.5,38.71428571,5,871.0714286,25.8,5.807142857,3.7,38.71428571,17.1,47.425,14.1,967.8571429,18.4,212.9285714,12,9.678571429,4.9,2.419642857,1
6,293,29.3,8.7,7.325,3.6,15.69642857,5.2,14.65,5.1,20.92857143,9.7,37.67142857,3.2,8.371428571,0,26.16071429,14.4,31.39285714,7.8,51.275,15.9,230.2142857,11.1,2.092857143,0.6,41.85714286,4.8,941.7857143,19.4,6.278571429,3.3,41.85714286,16.8,51.275,10,1046.428571,17,230.2142857,11.4,10.46428571,4.8,2.616071429,1
7,282,28.2,6.3,7.05,3.7,15.10714286,4.4,14.1,5.1,20.14285714,6.5,36.25714286,3.2,8.057142857,0,25.17857143,14.4,30.21428571,7.5,49.35,13.3,221.5714286,11.3,2.014285714,0.6,40.28571429,4.1,906.4285714,17.8,6.042857143,3.6,40.28571429,11,49.35,9.4,1007.142857,20,221.5714286,13.5,10.07142857,4.2,2.517857143,1
1,279,27.9,7.7,6.975,4.8,14.94642857,6.5,13.95,9.6,19.92857143,6.7,35.87142857,3.4,7.971428571,0,24.91071429,12.5,29.89285714,8,48.825,15.8,219.2142857,11.2,1.992857143,0.9,39.85714286,4.6,896.7857143,26.3,5.978571429,3.3,39.85714286,10,48.825,10.9,996.4285714,14.7,219.2142857,14.8,9.964285714,5.6,2.491071429,1
2,272,27.2,5.4,6.8,3.6,14.57142857,8.5,13.6,8.3,19.42857143,5.3,34.97142857,3.1,7.771428571,0,24.28571429,11.3,29.14285714,7.8,47.6,13,213.7142857,13.5,1.942857143,0.6,38.85714286,4.4,874.2857143,25.6,5.828571429,3.6,38.85714286,18.8,47.6,13.3,971.4285714,15.8,213.7142857,14.9,9.714285714,3.9,2.428571429,1
